informal_stmt,formal_stmt,header,proof_state,mathlib_dependencies,hard_dependencies,source,problem_name,full_name,problem_type,split
"Show that if $\operatorname{dim} V \geq 2$, then the set of normal operators on $V$ is not a subspace of $\mathcal{L}(V)$.","theorem exercise_7_5 {V : Type*} [NormedAddCommGroup V] [InnerProductSpace ℂ V]
  [FiniteDimensional ℂ V] (hV : finrank V ≥ 2) :
  ∀ U : Submodule ℂ (End ℂ V), U.carrier ≠
  {T | T * adjoint T = adjoint T * T} :=
sorry","import Mathlib

open Fintype Complex Polynomial LinearMap FiniteDimensional Module Module.End
open scoped BigOperators


","V : Type u_1
inst✝² : NormedAddCommGroup V
inst✝¹ : InnerProductSpace ℂ V
inst✝ : FiniteDimensional ℂ V
hV : FiniteDimensional.finrank V ≥ 2
⊢ ∀ (U : Submodule ℂ (Module.End ℂ V)), U.carrier ≠ {T | T * LinearMap.adjoint T = LinearMap.adjoint T * T}","['NormedAddCommGroup', 'InnerProductSpace', 'FiniteDimensional', 'FiniteDimensional.finrank', 'Submodule', 'Module.End', 'LinearMap.adjoint']",[],Axler,exercise_7_5,Axler.exercise_7_5,proof,test
"Prove that if $T \in \mathcal{L}(V)$ is normal, then $\operatorname{range} T=\operatorname{range} T^{*}.$","theorem exercise_7_6 {V : Type*} [NormedAddCommGroup V] [InnerProductSpace ℂ V]
  [FiniteDimensional ℂ V] (T : End ℂ V)
  (hT : T * adjoint T = adjoint T * T) :
  range T = range (adjoint T) :=
sorry","import Mathlib

open Fintype Complex Polynomial LinearMap FiniteDimensional Module Module.End
open scoped BigOperators


","V : Type u_1
inst✝² : NormedAddCommGroup V
inst✝¹ : InnerProductSpace ℂ V
inst✝ : FiniteDimensional ℂ V
T : Module.End ℂ V
hT : T * LinearMap.adjoint T = LinearMap.adjoint T * T
⊢ LinearMap.range T = LinearMap.range (LinearMap.adjoint T)","['NormedAddCommGroup', 'InnerProductSpace', 'FiniteDimensional', 'Module.End', 'LinearMap.adjoint', 'LinearMap.range']",[],Axler,exercise_7_6,Axler.exercise_7_6,proof,test
Prove that a normal operator on a complex inner-product space is self-adjoint if and only if all its eigenvalues are real.,"theorem exercise_7_9 {V : Type*} [NormedAddCommGroup V] [InnerProductSpace ℂ V]
  [FiniteDimensional ℂ V] (T : End ℂ V)
  (hT : T * adjoint T = adjoint T * T) :
  IsSelfAdjoint T ↔ ∀ e : T.Eigenvalues, (e : ℂ).im = 0 :=
sorry","import Mathlib

open Fintype Complex Polynomial LinearMap FiniteDimensional Module Module.End
open scoped BigOperators


","V : Type u_1
inst✝² : NormedAddCommGroup V
inst✝¹ : InnerProductSpace ℂ V
inst✝ : FiniteDimensional ℂ V
T : Module.End ℂ V
hT : T * LinearMap.adjoint T = LinearMap.adjoint T * T
⊢ IsSelfAdjoint T ↔ ∀ (e : Module.End.Eigenvalues T), (↑T e).im = 0","['NormedAddCommGroup', 'InnerProductSpace', 'FiniteDimensional', 'Module.End', 'LinearMap.adjoint', 'IsSelfAdjoint', 'Module.End.Eigenvalues']",[],Axler,exercise_7_9,Axler.exercise_7_9,proof,test
Suppose $V$ is a complex inner-product space and $T \in \mathcal{L}(V)$ is a normal operator such that $T^{9}=T^{8}$. Prove that $T$ is self-adjoint and $T^{2}=T$.,"theorem exercise_7_10 {V : Type*} [NormedAddCommGroup V] [InnerProductSpace ℂ V]
  [FiniteDimensional ℂ V] (T : End ℂ V)
  (hT : T * adjoint T = adjoint T * T) (hT1 : T^9 = T^8) :
  IsSelfAdjoint T ∧ T^2 = T :=
sorry","import Mathlib

open Fintype Complex Polynomial LinearMap FiniteDimensional Module Module.End
open scoped BigOperators


","V : Type u_1
inst✝² : NormedAddCommGroup V
inst✝¹ : InnerProductSpace ℂ V
inst✝ : FiniteDimensional ℂ V
T : Module.End ℂ V
hT : T * LinearMap.adjoint T = LinearMap.adjoint T * T
hT1 : T ^ 9 = T ^ 8
⊢ IsSelfAdjoint T ∧ T ^ 2 = T","['NormedAddCommGroup', 'InnerProductSpace', 'FiniteDimensional', 'Module.End', 'LinearMap.adjoint', 'IsSelfAdjoint']",[],Axler,exercise_7_10,Axler.exercise_7_10,proof,test
Suppose $V$ is a complex inner-product space. Prove that every normal operator on $V$ has a square root. (An operator $S \in \mathcal{L}(V)$ is called a square root of $T \in \mathcal{L}(V)$ if $S^{2}=T$.),"theorem exercise_7_11 {V : Type*} [NormedAddCommGroup V] [InnerProductSpace ℂ V]
  [FiniteDimensional ℂ V] {T : End ℂ V} (hT : T*adjoint T = adjoint T*T) :
  ∃ (S : End ℂ V), S ^ 2 = T :=
sorry","import Mathlib

open Fintype Complex Polynomial LinearMap FiniteDimensional Module Module.End
open scoped BigOperators


","V : Type u_1
inst✝² : NormedAddCommGroup V
inst✝¹ : InnerProductSpace ℂ V
inst✝ : FiniteDimensional ℂ V
T : Module.End ℂ V
hT : T * LinearMap.adjoint T = LinearMap.adjoint T * T
⊢ ∃ S, S ^ 2 = T","['NormedAddCommGroup', 'InnerProductSpace', 'FiniteDimensional', 'Module.End', 'LinearMap.adjoint']",[],Axler,exercise_7_11,Axler.exercise_7_11,proof,test
"Suppose $T \in \mathcal{L}(V)$ is self-adjoint, $\lambda \in \mathbf{F}$, and $\epsilon>0$. Prove that if there exists $v \in V$ such that $\|v\|=1$ and $\|T v-\lambda v\|<\epsilon,$ then $T$ has an eigenvalue $\lambda^{\prime}$ such that $\left|\lambda-\lambda^{\prime}\right|<\epsilon$.","theorem exercise_7_14 {𝕜 V : Type*} [IsROrC 𝕜] [NormedAddCommGroup V]
  [InnerProductSpace 𝕜 V] [FiniteDimensional 𝕜 V]
  {T : End 𝕜 V} (hT : IsSelfAdjoint T)
  {l : 𝕜} {ε : ℝ} (he : ε > 0) : ∃ v : V, ‖v‖= 1 ∧ (‖T v - l • v‖ < ε →
  (∃ l' : T.Eigenvalues, ‖l - l'‖ < ε)) :=
sorry","import Mathlib

open Fintype Complex Polynomial LinearMap FiniteDimensional Module Module.End
open scoped BigOperators


","𝕜 : Type u_1
V : Type u_2
inst✝³ : IsROrC 𝕜
inst✝² : NormedAddCommGroup V
inst✝¹ : InnerProductSpace 𝕜 V
inst✝ : FiniteDimensional 𝕜 V
T : Module.End 𝕜 V
hT : IsSelfAdjoint T
l : 𝕜
ε : ℝ
he : ε > 0
⊢ ∃ v, ‖v‖ = 1 ∧ (‖T v - l • v‖ < ε → ∃ l', ‖l - ↑T l'‖ < ε)","['IsROrC', 'NormedAddCommGroup', 'InnerProductSpace', 'FiniteDimensional', 'Module.End', 'IsSelfAdjoint']",[],Axler,exercise_7_14,Axler.exercise_7_14,proof,test
Prove the the operation $\star$ on $\mathbb{Z}$ defined by $a\star b=a-b$ is not commutative.,"theorem exercise_1_1_2a : ∃ a b : ℤ, a - b ≠ b - a :=
sorry","import Mathlib

open Fintype Subgroup Set Polynomial Ideal
open scoped BigOperators
noncomputable section


","⊢ ∃ a b, a - b ≠ b - a",[],[],Dummit-Foote,exercise_1_1_2a,Dummit-Foote.exercise_1_1_2a,proof,test
Prove that the addition of residue classes $\mathbb{Z}/n\mathbb{Z}$ is associative.,"theorem exercise_1_1_3 (n : ℤ) :
  ∀ (a b c : ℤ), (a+b)+c ≡ a+(b+c) [ZMOD n] :=
sorry","import Mathlib

open Fintype Subgroup Set Polynomial Ideal
open scoped BigOperators
noncomputable section


","n : ℤ
⊢ ∀ (a b c : ℤ), a + b + c ≡ a + (b + c) [ZMOD n]",[],[],Dummit-Foote,exercise_1_1_3,Dummit-Foote.exercise_1_1_3,proof,test
Prove that the multiplication of residue class $\mathbb{Z}/n\mathbb{Z}$ is associative.,"theorem exercise_1_1_4 (n : ℕ) :
  ∀ (a b c : ℕ), (a * b) * c ≡ a * (b * c) [ZMOD n] :=
sorry","import Mathlib

open Fintype Subgroup Set Polynomial Ideal
open scoped BigOperators
noncomputable section


","n : ℕ
⊢ ∀ (a b c : ℕ), ↑a * ↑b * ↑c ≡ ↑a * (↑b * ↑c) [ZMOD ↑n]",[],[],Dummit-Foote,exercise_1_1_4,Dummit-Foote.exercise_1_1_4,proof,test
Prove that for all $n>1$ that $\mathbb{Z}/n\mathbb{Z}$ is not a group under multiplication of residue classes.,"theorem exercise_1_1_5 (n : ℕ) (hn : 1 < n) :
  IsEmpty (Group (ZMod n)) :=
sorry","import Mathlib

open Fintype Subgroup Set Polynomial Ideal
open scoped BigOperators
noncomputable section


","n : ℕ
hn : 1 < n
⊢ IsEmpty (Group (ZMod n))","['IsEmpty', 'Group', 'ZMod']",[],Dummit-Foote,exercise_1_1_5,Dummit-Foote.exercise_1_1_5,proof,test
"Prove that $(a_1a_2\dots a_n)^{-1} = a_n^{-1}a_{n-1}^{-1}\dots a_1^{-1}$ for all $a_1, a_2, \dots, a_n\in G$.","theorem exercise_1_1_15 {G : Type*} [Group G] (as : List G) :
  as.prod⁻¹ = (as.reverse.map (λ x => x⁻¹)).prod :=
sorry","import Mathlib

open Fintype Subgroup Set Polynomial Ideal
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝ : Group G
as : List G
⊢ (List.prod as)⁻¹ = List.prod (List.map (fun x ↦ x⁻¹) (List.reverse as))","['Group', 'List', 'List.prod', 'List.map', 'List.reverse']",[],Dummit-Foote,exercise_1_1_15,Dummit-Foote.exercise_1_1_15,proof,test
Let $x$ be an element of $G$. Prove that $x^2=1$ if and only if $|x|$ is either $1$ or $2$.,"theorem exercise_1_1_16 {G : Type*} [Group G]
  (x : G) (hx : x ^ 2 = 1) :
  orderOf x = 1 ∨ orderOf x = 2 :=
sorry","import Mathlib

open Fintype Subgroup Set Polynomial Ideal
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝ : Group G
x : G
hx : x ^ 2 = 1
⊢ orderOf x = 1 ∨ orderOf x = 2","['Group', 'orderOf']",[],Dummit-Foote,exercise_1_1_16,Dummit-Foote.exercise_1_1_16,proof,test
Let $x$ be an element of $G$. Prove that if $|x|=n$ for some positive integer $n$ then $x^{-1}=x^{n-1}$.,"theorem exercise_1_1_17 {G : Type*} [Group G] {x : G} {n : ℕ}
  (hxn: orderOf x = n) :
  x⁻¹ = x ^ (n - 1 : ℤ) :=
sorry","import Mathlib

open Fintype Subgroup Set Polynomial Ideal
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝ : Group G
x : G
n : ℕ
hxn : orderOf x = n
⊢ x⁻¹ = x ^ (↑n - 1)","['Group', 'orderOf']",[],Dummit-Foote,exercise_1_1_17,Dummit-Foote.exercise_1_1_17,proof,test
Let $x$ and $y$ be elements of $G$. Prove that $xy=yx$ if and only if $y^{-1}xy=x$ if and only if $x^{-1}y^{-1}xy=1$.,"theorem exercise_1_1_18 {G : Type*} [Group G]
  (x y : G) : (x * y = y * x ↔ y⁻¹ * x * y = x) ↔ (x⁻¹ * y⁻¹ * x * y = 1) :=
sorry","import Mathlib

open Fintype Subgroup Set Polynomial Ideal
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝ : Group G
x, y : G
⊢ (x * y = y * x ↔ y⁻¹ * x * y = x) ↔ x⁻¹ * y⁻¹ * x * y = 1",['Group'],[],Dummit-Foote,exercise_1_1_18,Dummit-Foote.exercise_1_1_18,proof,test
For $x$ an element in $G$ show that $x$ and $x^{-1}$ have the same order.,"theorem exercise_1_1_20 {G : Type*} [Group G] {x : G} :
  orderOf x = orderOf x⁻¹ :=
sorry","import Mathlib

open Fintype Subgroup Set Polynomial Ideal
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝ : Group G
x : G
⊢ orderOf x = orderOf x⁻¹","['Group', 'orderOf']",[],Dummit-Foote,exercise_1_1_20,Dummit-Foote.exercise_1_1_20,proof,test
"If $x$ and $g$ are elements of the group $G$, prove that $|x|=\left|g^{-1} x g\right|$.","theorem exercise_1_1_22a {G : Type*} [Group G] (x g : G) :
  orderOf x = orderOf (g⁻¹ * x * g) :=
sorry","import Mathlib

open Fintype Subgroup Set Polynomial Ideal
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝ : Group G
x, g : G
⊢ orderOf x = orderOf (g⁻¹ * x * g)","['Group', 'orderOf']",[],Dummit-Foote,exercise_1_1_22a,Dummit-Foote.exercise_1_1_22a,proof,test
"Deduce that $|a b|=|b a|$ for all $a, b \in G$.","theorem exercise_1_1_22b {G: Type*} [Group G] (a b : G) :
  orderOf (a * b) = orderOf (b * a) :=
sorry","import Mathlib

open Fintype Subgroup Set Polynomial Ideal
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝ : Group G
a, b : G
⊢ orderOf (a * b) = orderOf (b * a)","['Group', 'orderOf']",[],Dummit-Foote,exercise_1_1_22b,Dummit-Foote.exercise_1_1_22b,proof,test
Prove that if $x^{2}=1$ for all $x \in G$ then $G$ is abelian.,"theorem exercise_1_1_25 {G : Type*} [Group G]
  (h : ∀ x : G, x ^ 2 = 1) : ∀ a b : G, a*b = b*a :=
sorry","import Mathlib

open Fintype Subgroup Set Polynomial Ideal
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝ : Group G
h : ∀ (x : G), x ^ 2 = 1
⊢ ∀ (a b : G), a * b = b * a",['Group'],[],Dummit-Foote,exercise_1_1_25,Dummit-Foote.exercise_1_1_25,proof,test
Prove that $A \times B$ is an abelian group if and only if both $A$ and $B$ are abelian.,"theorem exercise_1_1_29 {A B : Type*} [Group A] [Group B] :
  ∀ x y : A × B, x*y = y*x ↔ (∀ x y : A, x*y = y*x) ∧
  (∀ x y : B, x*y = y*x) :=
sorry","import Mathlib

open Fintype Subgroup Set Polynomial Ideal
open scoped BigOperators
noncomputable section


","A : Type u_1
B : Type u_2
inst✝¹ : Group A
inst✝ : Group B
⊢ ∀ (x y : A × B), x * y = y * x ↔ (∀ (x y : A), x * y = y * x) ∧ ∀ (x y : B), x * y = y * x",['Group'],[],Dummit-Foote,exercise_1_1_29,Dummit-Foote.exercise_1_1_29,proof,test
"If $x$ is an element of infinite order in $G$, prove that the elements $x^{n}, n \in \mathbb{Z}$ are all distinct.","theorem exercise_1_1_34 {G : Type*} [Group G] {x : G}
  (hx_inf : orderOf x = 0) (n m : ℤ) :
  x ^ n ≠ x ^ m :=
sorry","import Mathlib

open Fintype Subgroup Set Polynomial Ideal
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝ : Group G
x : G
hx_inf : orderOf x = 0
n, m : ℤ
⊢ x ^ n ≠ x ^ m","['Group', 'orderOf']",[],Dummit-Foote,exercise_1_1_34,Dummit-Foote.exercise_1_1_34,proof,test
"Prove that if $\Omega=\{1,2,3, \ldots\}$ then $S_{\Omega}$ is an infinite group","theorem exercise_1_3_8 : Infinite (Equiv.Perm ℕ) :=
sorry","import Mathlib

open Fintype Subgroup Set Polynomial Ideal
open scoped BigOperators
noncomputable section


",⊢ Infinite (Equiv.Perm ℕ),"['Infinite', 'Equiv.Perm']",[],Dummit-Foote,exercise_1_3_8,Dummit-Foote.exercise_1_3_8,proof,test
Prove that the multiplicative groups $\mathbb{R}-\{0\}$ and $\mathbb{C}-\{0\}$ are not isomorphic.,"theorem exercise_1_6_4 :
  IsEmpty (Multiplicative ℝ ≃* Multiplicative ℂ) :=
sorry","import Mathlib

open Fintype Subgroup Set Polynomial Ideal
open scoped BigOperators
noncomputable section


",⊢ IsEmpty (Multiplicative ℝ ≃* Multiplicative ℂ),"['IsEmpty', 'Multiplicative']",[],Dummit-Foote,exercise_1_6_4,Dummit-Foote.exercise_1_6_4,proof,test
Let $A$ and $B$ be groups. Prove that $A \times B \cong B \times A$.,"theorem exercise_1_6_11 {A B : Type*} [Group A] [Group B] :
  A × B ≃* B × A :=
sorry","import Mathlib

open Fintype Subgroup Set Polynomial Ideal
open scoped BigOperators
noncomputable section


","A : Type u_1
B : Type u_2
inst✝¹ : Group A
inst✝ : Group B
⊢ A × B ≃* B × A",['Group'],[],Dummit-Foote,exercise_1_6_11,Dummit-Foote.exercise_1_6_11,proof,test
Let $G$ be any group. Prove that the map from $G$ to itself defined by $g \mapsto g^{-1}$ is a homomorphism if and only if $G$ is abelian.,"theorem exercise_1_6_17 {G : Type*} [Group G] (f : G → G)
  (hf : f = λ g => g⁻¹) :
  ∀ x y : G, f x * f y = f (x*y) ↔ ∀ x y : G, x*y = y*x :=
sorry","import Mathlib

open Fintype Subgroup Set Polynomial Ideal
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝ : Group G
f : G → G
hf : f = fun g ↦ g⁻¹
⊢ ∀ (x y : G), f x * f y = f (x * y) ↔ ∀ (x y : G), x * y = y * x",['Group'],[],Dummit-Foote,exercise_1_6_17,Dummit-Foote.exercise_1_6_17,proof,test
"Let $G$ be a finite group which possesses an automorphism $\sigma$ such that $\sigma(g)=g$ if and only if $g=1$. If $\sigma^{2}$ is the identity map from $G$ to $G$, prove that $G$ is abelian.","theorem exercise_1_6_23 {G : Type*}
  [Group G] (σ : MulAut G) (hs : ∀ g : G, σ g = 1 → g = 1)
  (hs2 : ∀ g : G, σ (σ g) = g) :
  ∀ x y : G, x*y = y*x :=
sorry","import Mathlib

open Fintype Subgroup Set Polynomial Ideal
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝ : Group G
σ : MulAut G
hs : ∀ (g : G), σ g = 1 → g = 1
hs2 : ∀ (g : G), σ (σ g) = g
⊢ ∀ (x y : G), x * y = y * x","['Group', 'MulAut']",[],Dummit-Foote,exercise_1_6_23,Dummit-Foote.exercise_1_6_23,proof,test
"Prove that $G$ cannot have a subgroup $H$ with $|H|=n-1$, where $n=|G|>2$.","theorem exercise_2_1_5 {G : Type*} [Group G] [Fintype G]
  (hG : card G > 2) (H : Subgroup G) [Fintype H] :
  card H ≠ card G - 1 :=
sorry","import Mathlib

open Fintype Subgroup Set Polynomial Ideal
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝² : Group G
inst✝¹ : Fintype G
hG : Fintype.card G > 2
H : Subgroup G
inst✝ : Fintype ↥H
⊢ Fintype.card ↥H ≠ Fintype.card G - 1","['Group', 'Fintype', 'Fintype.card', 'Subgroup']",[],Dummit-Foote,exercise_2_1_5,Dummit-Foote.exercise_2_1_5,proof,test
Let $H$ be a subgroup of the additive group of rational numbers with the property that $1 / x \in H$ for every nonzero element $x$ of $H$. Prove that $H=0$ or $\mathbb{Q}$.,"theorem exercise_2_1_13 (H : AddSubgroup ℚ) {x : ℚ}
  (hH : x ∈ H → (1 / x) ∈ H):
  H = ⊥ ∨ H = ⊤ :=
sorry","import Mathlib

open Fintype Subgroup Set Polynomial Ideal
open scoped BigOperators
noncomputable section


","H : AddSubgroup ℚ
x : ℚ
hH : x ∈ H → 1 / x ∈ H
⊢ H = ⊥ ∨ H = ⊤",['AddSubgroup'],[],Dummit-Foote,exercise_2_1_13,Dummit-Foote.exercise_2_1_13,proof,test
Prove that if $H$ is a subgroup of $G$ then $H$ is generated by the set $H-\{1\}$.,"theorem exercise_2_4_4 {G : Type*} [Group G] (H : Subgroup G) :
  closure ((H : Set G) \ {1}) = ⊤ :=
sorry","import Mathlib

open Fintype Subgroup Set Polynomial Ideal
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝ : Group G
H : Subgroup G
⊢ Subgroup.closure (↑H \ {1}) = ⊤","['Group', 'Subgroup', 'Subgroup.closure']",[],Dummit-Foote,exercise_2_4_4,Dummit-Foote.exercise_2_4_4,proof,test
A subgroup $M$ of a group $G$ is called a maximal subgroup if $M \neq G$ and the only subgroups of $G$ which contain $M$ are $M$ and $G$. Prove that if $H$ is a proper subgroup of the finite group $G$ then there is a maximal subgroup of $G$ containing $H$.,"theorem exercise_2_4_16a {G : Type*} [Group G] {H : Subgroup G}
  (hH : H ≠ ⊤) :
  ∃ M : Subgroup G, M ≠ ⊤ ∧
  ∀ K : Subgroup G, M ≤ K → K = M ∨ K = ⊤ ∧
  H ≤ M :=
sorry","import Mathlib

open Fintype Subgroup Set Polynomial Ideal
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝ : Group G
H : Subgroup G
hH : H ≠ ⊤
⊢ ∃ M, M ≠ ⊤ ∧ ∀ (K : Subgroup G), M ≤ K → K = M ∨ K = ⊤ ∧ H ≤ M","['Group', 'Subgroup']",[],Dummit-Foote,exercise_2_4_16a,Dummit-Foote.exercise_2_4_16a,proof,test
Show that the subgroup of all rotations in a dihedral group is a maximal subgroup.,"theorem exercise_2_4_16b {n : ℕ} {hn : n ≠ 0}
  {R : Subgroup (DihedralGroup n)}
  (hR : R = Subgroup.closure {DihedralGroup.r 1}) :
  R ≠ ⊤ ∧
  ∀ K : Subgroup (DihedralGroup n), R ≤ K → K = R ∨ K = ⊤ :=
sorry","import Mathlib

open Fintype Subgroup Set Polynomial Ideal
open scoped BigOperators
noncomputable section


","n : ℕ
hn : n ≠ 0
R : Subgroup (DihedralGroup n)
hR : R = Subgroup.closure {DihedralGroup.r 1}
⊢ R ≠ ⊤ ∧ ∀ (K : Subgroup (DihedralGroup n)), R ≤ K → K = R ∨ K = ⊤","['Subgroup', 'DihedralGroup', 'Subgroup.closure', 'DihedralGroup.r']",[],Dummit-Foote,exercise_2_4_16b,Dummit-Foote.exercise_2_4_16b,proof,test
Show that if $G=\langle x\rangle$ is a cyclic group of order $n \geq 1$ then a subgroup $H$ is maximal if and only $H=\left\langle x^{p}\right\rangle$ for some prime $p$ dividing $n$.,"theorem exercise_2_4_16c {n : ℕ} (H : AddSubgroup (ZMod n)) :
  ∃ p : (ZMod n), Prime p ∧ H = AddSubgroup.closure {p} ↔
  (H ≠ ⊤ ∧ ∀ K : AddSubgroup (ZMod n), H ≤ K → K = H ∨ K = ⊤) :=
sorry","import Mathlib

open Fintype Subgroup Set Polynomial Ideal
open scoped BigOperators
noncomputable section


","n : ℕ
H : AddSubgroup (ZMod n)
⊢ ∃ p, Prime p ∧ H = AddSubgroup.closure {p} ↔ H ≠ ⊤ ∧ ∀ (K : AddSubgroup (ZMod n)), H ≤ K → K = H ∨ K = ⊤","['AddSubgroup', 'ZMod', 'Prime', 'AddSubgroup.closure']",[],Dummit-Foote,exercise_2_4_16c,Dummit-Foote.exercise_2_4_16c,proof,test
Let $A$ be an abelian group and let $B$ be a subgroup of $A$. Prove that $A / B$ is abelian.,"theorem exercise_3_1_3a {A : Type*} [CommGroup A] (B : Subgroup A) :
  ∀ a b : A ⧸ B, a*b = b*a :=
sorry","import Mathlib

open Fintype Subgroup Set Polynomial Ideal
open scoped BigOperators
noncomputable section


","A : Type u_1
inst✝ : CommGroup A
B : Subgroup A
⊢ ∀ (a b : A ⧸ B), a * b = b * a","['CommGroup', 'Subgroup']",[],Dummit-Foote,exercise_3_1_3a,Dummit-Foote.exercise_3_1_3a,proof,test
Prove that if $H$ and $K$ are normal subgroups of a group $G$ then their intersection $H \cap K$ is also a normal subgroup of $G$.,"theorem exercise_3_1_22a (G : Type*) [Group G] (H K : Subgroup G)
  [Normal H] [Normal K] :
  Normal (H ⊓ K) :=
sorry","import Mathlib

open Fintype Subgroup Set Polynomial Ideal
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝² : Group G
H, K : Subgroup G
inst✝¹ : Subgroup.Normal H
inst✝ : Subgroup.Normal K
⊢ Subgroup.Normal (H ⊓ K)","['Group', 'Subgroup', 'Subgroup.Normal']",[],Dummit-Foote,exercise_3_1_22a,Dummit-Foote.exercise_3_1_22a,proof,test
Prove that the intersection of an arbitrary nonempty collection of normal subgroups of a group is a normal subgroup (do not assume the collection is countable).,"theorem exercise_3_1_22b {G : Type*} [Group G] (I : Type*)
  (H : I → Subgroup G) (hH : ∀ i : I, Normal (H i)) :
  Normal (⨅ (i : I), H i):=
sorry","import Mathlib

open Fintype Subgroup Set Polynomial Ideal
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝ : Group G
I : Type u_2
H : I → Subgroup G
hH : ∀ (i : I), Subgroup.Normal (H i)
⊢ Subgroup.Normal (⨅ i, H i)","['Group', 'Subgroup', 'Subgroup.Normal']",[],Dummit-Foote,exercise_3_1_22b,Dummit-Foote.exercise_3_1_22b,proof,test
Prove that if $H$ and $K$ are finite subgroups of $G$ whose orders are relatively prime then $H \cap K=1$.,"theorem exercise_3_2_8 {G : Type*} [Group G] (H K : Subgroup G)
  [Fintype H] [Fintype K]
  (hHK : Nat.Coprime (card H) (card K)) :
  H ⊓ K = ⊥ :=
sorry","import Mathlib

open Fintype Subgroup Set Polynomial Ideal
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝² : Group G
H, K : Subgroup G
inst✝¹ : Fintype ↥H
inst✝ : Fintype ↥K
hHK : Nat.Coprime (Fintype.card ↥H) (Fintype.card ↥K)
⊢ H ⊓ K = ⊥","['Group', 'Subgroup', 'Fintype', 'Nat.Coprime', 'Fintype.card']",[],Dummit-Foote,exercise_3_2_8,Dummit-Foote.exercise_3_2_8,proof,test
